[1, 0, 0, 25, 0, 0.012, 0.0, 0.036, 0.0, 0.494, 0.012, 0.205, 0.0, 0.0, 0.024, 0.0, 0.0, 0.05, 0.731, 0.219, 0.9325]
[0, 0, 0, 17, 0, 0.0, 0.049, 0.0, 0.0, 0.561, 0.049, 0.171, 0.0, 0.0, 0.024, 0.0, 0.0, 0.0, 0.941, 0.059, 0.3612]
[0, 0, 0, 27, 0, 0.0, 0.017, 0.026, 0.0, 0.504, 0.009, 0.139, 0.0, 0.0, 0.026, 0.0, 0.0, 0.0, 0.988, 0.012, 0.0772]
[1, 0, 0, 10, 0, 0.0, 0.054, 0.0, 0.0, 0.482, 0.018, 0.179, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.676, 0.324, 0.959]
[0, 0, 0, 17, 0, 0.0, 0.052, 0.052, 0.017, 0.414, 0.052, 0.19, 0.017, 0.0, 0.052, 0.0, 0.0, 0.104, 0.787, 0.109, 0.0772]
[0, 0, 0, 47, 0, 0.0, 0.011, 0.021, 0.0, 0.526, 0.021, 0.158, 0.0, 0.011, 0.011, 0.0, 0.0, 0.105, 0.853, 0.042, -0.5267]
[1, 0, 0, 25, 0, 0.0, 0.024, 0.036, 0.0, 0.53, 0.0, 0.229, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1, 0.814, 0.086, -0.34]
[1, 0, 0, 32, 0, 0.0, 0.008, 0.024, 0.0, 0.472, 0.032, 0.088, 0.0, 0.0, 0.032, 0.0, 0.0, 0.058, 0.87, 0.072, 0.2023]
[0, 0, 0, 16, 0, 0.016, 0.016, 0.0, 0.0, 0.443, 0.016, 0.279, 0.016, 0.0, 0.033, 0.0, 0.0, 0.064, 0.816, 0.12, 0.5859]
[0, 0, 0, 34, 0, 0.0, 0.01, 0.0, 0.0, 0.606, 0.01, 0.152, 0.0, 0.0, 0.03, 0.0, 0.0, 0.0, 0.854, 0.146, 0.9217]
[0, 0, 0, 35, 0, 0.0, 0.032, 0.032, 0.0, 0.521, 0.043, 0.202, 0.011, 0.0, 0.0, 0.0, 0.0, 0.0, 0.762, 0.238, 0.9747]
[0, 0, 0, 3, 0, 0.0, 0.0, 0.0, 0.0, 0.273, 0.0, 0.091, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]
[1, 0, 0, 32, 0, 0.0, 0.061, 0.031, 0.0, 0.592, 0.0, 0.173, 0.0, 0.01, 0.01, 0.0, 0.0, 0.077, 0.85, 0.073, -0.1027]
[0, 0, 0, 45, 0, 0.0, 0.01, 0.01, 0.0, 0.539, 0.02, 0.147, 0.0, 0.0, 0.02, 0.0, 0.0, 0.0, 0.838, 0.162, 0.8481]
[1, 0, 0, 26, 0, 0.0, 0.019, 0.01, 0.0, 0.583, 0.019, 0.184, 0.0, 0.01, 0.01, 0.0, 0.0, 0.0, 0.899, 0.101, 0.8689]
[1, 0, 0, 17, 0, 0.0, 0.05, 0.0, 0.0, 0.7, 0.0, 0.15, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.905, 0.095, 0.2263]
[0, 0, 0, 25, 0, 0.0, 0.023, 0.023, 0.0, 0.628, 0.0, 0.186, 0.023, 0.0, 0.0, 0.0, 0.0, 0.038, 0.962, 0.0, -0.1531]
[0, 0, 0, 39, 0, 0.0, 0.022, 0.0, 0.0, 0.562, 0.011, 0.169, 0.0, 0.0, 0.045, 0.0, 0.0, 0.029, 0.892, 0.079, 0.5744]
[1, 0, 0, 36, 0, 0.0, 0.053, 0.011, 0.0, 0.596, 0.021, 0.149, 0.0, 0.011, 0.032, 0.0, 0.0, 0.0, 0.769, 0.231, 0.9735]
[0, 0, 0, 27, 0, 0.0, 0.011, 0.011, 0.0, 0.506, 0.046, 0.195, 0.011, 0.0, 0.034, 0.0, 0.0, 0.033, 0.728, 0.238, 0.9501]
[1, 0, 0, 35, 0, 0.008, 0.034, 0.034, 0.0, 0.542, 0.008, 0.085, 0.0, 0.0, 0.0, 0.0, 0.0, 0.019, 0.806, 0.175, 0.9545]
[0, 0, 0, 9, 0, 0.0, 0.033, 0.033, 0.0, 0.467, 0.0, 0.3, 0.0, 0.0, 0.067, 0.0, 0.0, 0.044, 0.852, 0.104, 0.4404]
[1, 0, 0, 17, 0, 0.0, 0.032, 0.032, 0.0, 0.46, 0.048, 0.206, 0.0, 0.0, 0.032, 0.0, 0.0, 0.068, 0.892, 0.04, -0.2023]
[0, 0, 0, 1, 0, 0.0, 0.0, 0.0, 0.0, 0.667, 0.0, 0.333, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]
[1, 0, 0, 16, 0, 0.0, 0.0, 0.029, 0.0, 0.559, 0.0, 0.059, 0.0, 0.0, 0.059, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]
[0, 0, 0, 23, 0, 0.015, 0.0, 0.06, 0.0, 0.493, 0.015, 0.164, 0.0, 0.0, 0.075, 0.0, 0.0, 0.0, 0.977, 0.023, 0.128]
[0, 0, 0, 13, 0, 0.0, 0.02, 0.0, 0.0, 0.571, 0.02, 0.143, 0.0, 0.0, 0.02, 0.0, 0.0, 0.0, 0.907, 0.093, 0.5859]
[0, 0, 0, 42, 0, 0.0, 0.0, 0.009, 0.0, 0.472, 0.0, 0.074, 0.0, 0.0, 0.028, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]
[1, 0, 0, 14, 0, 0.008, 0.016, 0.0, 0.0, 0.457, 0.008, 0.181, 0.0, 0.0, 0.008, 0.0, 0.0, 0.0, 0.912, 0.088, 0.8225]
[0, 0, 0, 11, 0, 0.0, 0.023, 0.0, 0.0, 0.512, 0.047, 0.047, 0.0, 0.0, 0.023, 0.0, 0.0, 0.0, 0.941, 0.059, 0.3612]
[0, 0, 0, 43, 0, 0.0, 0.019, 0.019, 0.0, 0.631, 0.0, 0.165, 0.0, 0.0, 0.019, 0.01, 0.0, 0.025, 0.894, 0.082, 0.7003]
[0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
[1, 0, 0, 24, 0, 0.0, 0.013, 0.027, 0.0, 0.547, 0.013, 0.2, 0.027, 0.0, 0.053, 0.0, 0.0, 0.112, 0.833, 0.054, -0.7783]
[1, 0, 0, 44, 0, 0.0, 0.021, 0.01, 0.0, 0.546, 0.021, 0.247, 0.0, 0.0, 0.021, 0.0, 0.0, 0.0, 0.857, 0.143, 0.9349]
[1, 0, 0, 25, 0, 0.0, 0.046, 0.015, 0.0, 0.292, 0.015, 0.069, 0.0, 0.0, 0.015, 0.0, 0.0, 0.0, 0.926, 0.074, 0.7906]
[0, 0, 0, 27, 0, 0.0, 0.014, 0.028, 0.014, 0.556, 0.007, 0.113, 0.0, 0.0, 0.014, 0.0, 0.0, 0.06, 0.94, 0.0, -0.6124]
[1, 0, 0, 21, 0, 0.0, 0.045, 0.045, 0.0, 0.443, 0.011, 0.205, 0.0, 0.0, 0.034, 0.0, 0.0, 0.0, 0.857, 0.143, 0.9169]
[1, 0, 0, 21, 0, 0.0, 0.0, 0.053, 0.0, 0.544, 0.0, 0.228, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.934, 0.066, 0.4215]
[1, 0, 0, 32, 0, 0.011, 0.034, 0.011, 0.0, 0.477, 0.0, 0.25, 0.011, 0.011, 0.023, 0.0, 0.0, 0.049, 0.858, 0.093, 0.4939]
[1, 0, 0, 34, 0, 0.0, 0.025, 0.025, 0.0, 0.568, 0.025, 0.198, 0.0, 0.0, 0.012, 0.0, 0.0, 0.039, 0.923, 0.038, -0.0258]
[0, 0, 0, 26, 0, 0.0, 0.061, 0.015, 0.0, 0.576, 0.0, 0.182, 0.0, 0.0, 0.015, 0.0, 0.0, 0.041, 0.796, 0.162, 0.8625]
[0, 0, 0, 14, 0, 0.0, 0.08, 0.02, 0.0, 0.5, 0.02, 0.12, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.847, 0.153, 0.743]
[0, 0, 0, 30, 0, 0.0, 0.012, 0.024, 0.0, 0.598, 0.0, 0.122, 0.012, 0.0, 0.049, 0.0, 0.0, 0.08, 0.735, 0.185, 0.8834]
[1, 0, 0, 43, 0, 0.0, 0.045, 0.0, 0.0, 0.614, 0.011, 0.17, 0.0, 0.0, 0.023, 0.011, 0.0, 0.022, 0.836, 0.142, 0.8934]
[1, 0, 0, 5, 0, 0.0, 0.0, 0.1, 0.0, 0.6, 0.0, 0.133, 0.0, 0.0, 0.033, 0.0, 0.0, 0.0, 0.823, 0.177, 0.7003]
[1, 0, 0, 5, 0, 0.042, 0.042, 0.0, 0.0, 0.5, 0.0, 0.208, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.87, 0.13, 0.5106]
[1, 0, 0, 47, 0, 0.0, 0.0, 0.009, 0.0, 0.637, 0.009, 0.088, 0.0, 0.0, 0.035, 0.0, 0.0, 0.042, 0.932, 0.027, -0.4019]
[1, 0, 0, 7, 0, 0.0, 0.049, 0.049, 0.0, 0.463, 0.049, 0.22, 0.0, 0.0, 0.0, 0.0, 0.0, 0.042, 0.747, 0.211, 0.7717]
[0, 0, 0, 8, 0, 0.0, 0.0, 0.087, 0.0, 0.522, 0.0, 0.261, 0.0, 0.0, 0.0, 0.0, 0.0, 0.12, 0.693, 0.186, 0.2023]
[0, 0, 0, 11, 0, 0.0, 0.024, 0.024, 0.0, 0.524, 0.0, 0.238, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.837, 0.163, 0.7351]
